#Accession,SRA_Accession,Submitters,Release_Date,Strain,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
PP983313.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH085,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,936,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH085 gag protein gene, partial cds"
PP983314.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH088,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,912,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH088 gag protein gene, partial cds"
PP983315.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH089,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,921,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH089 gag protein gene, partial cds"
PP983316.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH090,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,936,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH090 gag protein gene, partial cds"
PP983317.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH091,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,900,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH091 gag protein gene, partial cds"
PP983318.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH093,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,936,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH093 gag protein gene, partial cds"
PP983319.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH094,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,942,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH094 gag protein gene, partial cds"
PP983320.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH096,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH096 gag protein gene, partial cds"
PP983321.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH097,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,903,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH097 gag protein gene, partial cds"
PP983322.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH098,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,903,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH098 gag protein gene, partial cds"
PP983323.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH100,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,882,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH100 gag protein gene, partial cds"
PP983324.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH1004,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,915,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH1004 gag protein gene, partial cds"
PP983325.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH101,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,900,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH101 gag protein gene, partial cds"
PP983326.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH103,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,888,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH103 gag protein gene, partial cds"
PP983327.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH104,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,801,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH104 gag protein gene, partial cds"
PP983328.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH105,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,921,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH105 gag protein gene, partial cds"
PP983329.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH106,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,921,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH106 gag protein gene, partial cds"
PP983330.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH108,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH108 gag protein gene, partial cds"
PP983331.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH109,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,894,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH109 gag protein gene, partial cds"
PP983332.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH110,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH110 gag protein gene, partial cds"
PP983333.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH111,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,921,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH111 gag protein gene, partial cds"
PP983334.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH112,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH112 gag protein gene, partial cds"
PP983335.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH113,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH113 gag protein gene, partial cds"
PP983336.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH114,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,936,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH114 gag protein gene, partial cds"
PP983337.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH115,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,909,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH115 gag protein gene, partial cds"
PP983338.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH116,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,879,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH116 gag protein gene, partial cds"
PP983339.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH118,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,915,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH118 gag protein gene, partial cds"
PP983340.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH119,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,921,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH119 gag protein gene, partial cds"
PP983341.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH120,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,918,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH120 gag protein gene, partial cds"
PP983342.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH121,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,906,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH121 gag protein gene, partial cds"
PP983343.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH122,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,918,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH122 gag protein gene, partial cds"
PP983344.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH123,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,888,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH123 gag protein gene, partial cds"
PP983345.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH124,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,936,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH124 gag protein gene, partial cds"
PP983346.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH125,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,900,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH125 gag protein gene, partial cds"
PP983347.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH126,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH126 gag protein gene, partial cds"
PP983348.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH128,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,942,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH128 gag protein gene, partial cds"
PP983349.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH129,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,936,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH129 gag protein gene, partial cds"
PP983350.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH130,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,900,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH130 gag protein gene, partial cds"
PP983351.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH131,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,912,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH131 gag protein gene, partial cds"
PP983352.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH132,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,930,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH132 gag protein gene, partial cds"
PP983353.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH133,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH133 gag protein gene, partial cds"
PP983354.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH134,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,906,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH134 gag protein gene, partial cds"
PP983355.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH135,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,927,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH135 gag protein gene, partial cds"
PP983356.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH136,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH136 gag protein gene, partial cds"
PP983357.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH137,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,918,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH137 gag protein gene, partial cds"
PP983358.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH139,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,879,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH139 gag protein gene, partial cds"
PP983359.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH140,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,906,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH140 gag protein gene, partial cds"
PP983360.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH141,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,921,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH141 gag protein gene, partial cds"
PP983361.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH143,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,936,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH143 gag protein gene, partial cds"
PP983362.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH144,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,900,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH144 gag protein gene, partial cds"
PP983363.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH145,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,897,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH145 gag protein gene, partial cds"
PP983364.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH146,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,891,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH146 gag protein gene, partial cds"
PP983365.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH147,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,897,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH147 gag protein gene, partial cds"
PP983366.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH148,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH148 gag protein gene, partial cds"
PP983367.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH149,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,942,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH149 gag protein gene, partial cds"
PP983368.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH150,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,702,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH150 gag protein gene, partial cds"
PP983369.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH151,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH151 gag protein gene, partial cds"
PP983370.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH152,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,921,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH152 gag protein gene, partial cds"
PP983371.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH153,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH153 gag protein gene, partial cds"
PP983372.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH154,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,921,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH154 gag protein gene, partial cds"
PP983373.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH155,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH155 gag protein gene, partial cds"
PP983374.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH156,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,918,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH156 gag protein gene, partial cds"
PP983375.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH157,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,921,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH157 gag protein gene, partial cds"
PP983376.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH158,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,924,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH158 gag protein gene, partial cds"
PP983377.1,,"Yang,H., Chen,H., Yao,E., Dai,J., Han,Y., Jin,X., Yang,M., Zeng,Z., Sun,P., Shi,Y., Ma,Y., Jia,M., Chen,M.",2025-04-10,,22HH159,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,933,GenBank,partial,,,1.0,China,,Homo sapiens,,2022,,"Human alphaherpesvirus 1 isolate 22HH159 gag protein gene, partial cds"
