#Accession,SRA_Accession,Submitters,Release_Date,Strain,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
PP789837.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW704_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,821,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-06-03,,"Human gammaherpesvirus 8 isolate UTSW704_US K1 protein (K1) gene, partial cds"
PP789838.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW627_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,808,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-03-18,,"Human gammaherpesvirus 8 isolate UTSW627_US K1 protein (K1) gene, partial cds"
PP789839.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW683_SV,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,817,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-05-10,,"Human gammaherpesvirus 8 isolate UTSW683_SV K1 protein (K1) gene, partial cds"
PP789840.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW702_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,795,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-05-24,,"Human gammaherpesvirus 8 isolate UTSW702_US K1 protein (K1) gene, partial cds"
PP789841.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW604_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,801,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,blood,2021-02-24,,"Human gammaherpesvirus 8 isolate UTSW604_US K1 protein (K1) gene, partial cds"
PP789842.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW623_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,795,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2020-03-15,,"Human gammaherpesvirus 8 isolate UTSW623_US K1 protein (K1) gene, partial cds"
PP789843.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW601_C1_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,793,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-02-22,,"Human gammaherpesvirus 8 isolate UTSW601_C1_US K1 protein (K1) gene, partial cds"
PP789844.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW628_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,793,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-03-19,,"Human gammaherpesvirus 8 isolate UTSW628_US K1 protein (K1) gene, partial cds"
PP789845.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW601_C7_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,794,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-02-22,,"Human gammaherpesvirus 8 isolate UTSW601_C7_US K1 protein (K1) gene, partial cds"
PP789846.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW689_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,814,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-05-12,,"Human gammaherpesvirus 8 isolate UTSW689_US K1 protein (K1) gene, partial cds"
PP789847.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW622_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,777,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2020-03-15,,"Human gammaherpesvirus 8 isolate UTSW622_US K1 protein (K1) gene, partial cds"
PP789848.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW615_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,807,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-03-03,,"Human gammaherpesvirus 8 isolate UTSW615_US K1 protein (K1) gene, partial cds"
PP789849.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW548_CO,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,795,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2020-03-12,,"Human gammaherpesvirus 8 isolate UTSW548_CO K1 protein (K1) gene, partial cds"
PP789850.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW546_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,810,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2020-03-12,,"Human gammaherpesvirus 8 isolate UTSW546_US K1 protein (K1) gene, partial cds"
PP789851.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW562_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,784,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2020-12-14,,"Human gammaherpesvirus 8 isolate UTSW562_US K1 protein (K1) gene, partial cds"
PP789852.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW662_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,788,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-04-19,,"Human gammaherpesvirus 8 isolate UTSW662_US K1 protein (K1) gene, partial cds"
PP789853.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW592_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,789,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-02-08,,"Human gammaherpesvirus 8 isolate UTSW592_US K1 protein (K1) gene, partial cds"
PP789854.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW645_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,798,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-04-01,,"Human gammaherpesvirus 8 isolate UTSW645_US K1 protein (K1) gene, partial cds"
PP789855.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW125_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,792,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2022-11-18,,"Human gammaherpesvirus 8 isolate UTSW125_US K1 protein (K1) gene, partial cds"
PP789856.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW107_C3_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,787,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2022-10-17,,"Human gammaherpesvirus 8 isolate UTSW107_C3_US K1 protein (K1) gene, partial cds"
PP789857.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW138_MX,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,784,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2023-01-10,,"Human gammaherpesvirus 8 isolate UTSW138_MX K1 protein (K1) gene, partial cds"
PP789858.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW109_MX,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,795,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2022-10-19,,"Human gammaherpesvirus 8 isolate UTSW109_MX K1 protein (K1) gene, partial cds"
PP789859.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW111_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,745,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2022-10-20,,"Human gammaherpesvirus 8 isolate UTSW111_US K1 protein (K1) gene, partial cds"
PP789860.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW556_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,748,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-05-14,,"Human gammaherpesvirus 8 isolate UTSW556_US K1 protein (K1) gene, partial cds"
PP789861.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW617_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,803,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,blood,2021-03-03,,"Human gammaherpesvirus 8 isolate UTSW617_US K1 protein (K1) gene, partial cds"
PP789862.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW564_US,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,669,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-02-05,,"Human gammaherpesvirus 8 isolate UTSW564_US K1 protein (K1) gene, partial cds"
PP789863.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW124_CD,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,960,GenBank,partial,,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2022-11-17,,"Human gammaherpesvirus 8 isolate UTSW124_CD K1 protein (K1) gene, partial cds"
PP952419.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW568,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,740,GenBank,partial,C3,,1.0,"USA: Dallas, TX",TX,Homo sapiens,blood,2021-01-06,,"Human gammaherpesvirus 8 isolate UTSW568 K1 glycoprotein (K1) gene, partial cds"
PP952420.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW613,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,742,GenBank,partial,A3,,1.0,"USA: Dallas, TX",TX,Homo sapiens,blood,2021-03-02,,"Human gammaherpesvirus 8 isolate UTSW613 K1 glycoprotein (K1) gene, partial cds"
PP952421.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW132,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,749,GenBank,partial,C3,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2022-12-13,,"Human gammaherpesvirus 8 isolate UTSW132 K1 glycoprotein (K1) gene, partial cds"
PP952422.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW583,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,751,GenBank,partial,A4,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-01-27,,"Human gammaherpesvirus 8 isolate UTSW583 K1 glycoprotein (K1) gene, partial cds"
PP952423.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW586,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,753,GenBank,partial,C7,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-02-01,,"Human gammaherpesvirus 8 isolate UTSW586 K1 glycoprotein (K1) gene, partial cds"
PP952424.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW631,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,747,GenBank,partial,A1,,1.0,"USA: Dallas, TX",TX,Homo sapiens,blood,2021-03-22,,"Human gammaherpesvirus 8 isolate UTSW631 K1 glycoprotein (K1) gene, partial cds"
PP952425.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW559,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,713,GenBank,partial,A4,,1.0,"USA: Dallas, TX",TX,Homo sapiens,oronasopharynx,2021-05-14,,"Human gammaherpesvirus 8 isolate UTSW559 K1 glycoprotein (K1) gene, partial cds"
PP952426.1,,"Marshall,V.A., Knights,S.M., Cornejo Castro,E.M., Labo,N., Liu,I., Miley,W.J., Moore,K.N., Goodman,C.A., Fennessey,C.M., Keele,B.F., Lazarte,S.M., Chiao,E.Y., Nijhawan,A.E., Whitby,D.",2025-06-24,,UTSW569,Rhadinovirus humangamma8,Rhadinovirus,Orthoherpesviridae,dsDNA,752,GenBank,partial,A3,,1.0,"USA: Dallas, TX",TX,Homo sapiens,blood,2020-12-14,,"Human gammaherpesvirus 8 isolate UTSW569 K1 glycoprotein (K1) gene, partial cds"
PV777631.1,,"Alghamdi,A.N., Vallely,P.J., Klapper,P.E.",2025-06-18,,HCMV_Merlin_q10_ONT,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,241411,GenBank,partial,,,,United Kingdom,,Homo sapiens,,2024,,UNVERIFIED: Human betaherpesvirus 5 isolate HCMV_Merlin_q10_ONT genomic sequence
PV777632.1,,"Alghamdi,A.N., Vallely,P.J., Klapper,P.E.",2025-06-18,,HCMV_Merlin_q20_ONT,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,243379,GenBank,partial,,,,United Kingdom,,Homo sapiens,,2024,,UNVERIFIED: Human betaherpesvirus 5 isolate HCMV_Merlin_q20_ONT genomic sequence
PV752610.1,,"Arynovich,A.S., Paklonskaya,N.V., Amvrosieva,T.V.",2025-06-15,,CMV/UL97/27908/BY,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,456,GenBank,partial,,,,Belarus,,Homo sapiens,blood,2021-09-21,,"Human betaherpesvirus 5 isolate CMV/UL97/27908/BY tegument serine/threonine protein kinase (UL97) gene, partial cds"
PV752611.1,,"Arynovich,A.S., Paklonskaya,N.V., Amvrosieva,T.V.",2025-06-15,,CMV/UL97/31737/BY,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,441,GenBank,partial,,,,Belarus,,Homo sapiens,blood,2023-12-08,,"Human betaherpesvirus 5 isolate CMV/UL97/31737/BY tegument serine/threonine protein kinase (UL97) gene, partial cds"
PV752612.1,,"Arynovich,A.S., Paklonskaya,N.V., Amvrosieva,T.V.",2025-06-15,,CMV/UL54/31737/BY,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,409,GenBank,partial,,,,Belarus,,Homo sapiens,blood,2023-12-08,,"Human betaherpesvirus 5 isolate CMV/UL54/31737/BY DNA polymerase (UL54) gene, partial cds"
PV752613.1,,"Arynovich,A.S., Paklonskaya,N.V., Amvrosieva,T.V.",2025-06-15,,CMV/UL54/32488/BY,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,406,GenBank,partial,,,,Belarus,,Homo sapiens,blood,2024-07-10,,"Human betaherpesvirus 5 isolate CMV/UL54/32488/BY DNA polymerase (UL54) gene, partial cds"
PQ851837.1,,"Horsten,F., Gillemot,S., Calo,P., Mazilier,P., Maes,P., Snoeck,R., Andrei,G.",2025-06-14,,B-94,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,233822,GenBank,complete,,,,Belgium,,Homo sapiens,blood,2018-09-10,,"Human betaherpesvirus 5 isolate B-94, complete genome"
PQ851838.1,,"Horsten,F., Gillemot,S., Calo,P., Mazilier,P., Maes,P., Snoeck,R., Andrei,G.",2025-06-14,,B-108,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,233814,GenBank,complete,,,,Belgium,,Homo sapiens,blood,2018-09-24,,"Human betaherpesvirus 5 isolate B-108, complete genome"
PQ851839.1,,"Horsten,F., Gillemot,S., Calo,P., Mazilier,P., Maes,P., Snoeck,R., Andrei,G.",2025-06-14,,B-111,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,233799,GenBank,complete,,,,Belgium,,Homo sapiens,blood,2018-09-27,,"Human betaherpesvirus 5 isolate B-111, complete genome"
PQ851840.1,,"Horsten,F., Gillemot,S., Calo,P., Mazilier,P., Maes,P., Snoeck,R., Andrei,G.",2025-06-14,,B-164,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,233799,GenBank,complete,,,,Belgium,,Homo sapiens,blood,2018-11-19,,"Human betaherpesvirus 5 isolate B-164, complete genome"
PQ851841.1,,"Horsten,F., Gillemot,S., Calo,P., Mazilier,P., Maes,P., Snoeck,R., Andrei,G.",2025-06-14,,B-178,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,233855,GenBank,complete,,,,Belgium,,Homo sapiens,blood,2018-12-03,,"Human betaherpesvirus 5 isolate B-178, complete genome"
PQ851842.1,,"Horsten,F., Gillemot,S., Calo,P., Mazilier,P., Maes,P., Snoeck,R., Andrei,G.",2025-06-14,,B-192,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,233822,GenBank,complete,,,,Belgium,,Homo sapiens,blood,2018-12-17,,"Human betaherpesvirus 5 isolate B-192, complete genome"
PQ851843.1,,"Horsten,F., Gillemot,S., Calo,P., Mazilier,P., Maes,P., Snoeck,R., Andrei,G.",2025-06-14,,B-209,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,233819,GenBank,complete,,,,Belgium,,Homo sapiens,blood,2019-01-03,,"Human betaherpesvirus 5 isolate B-209, complete genome"
PQ851844.1,,"Horsten,F., Gillemot,S., Calo,P., Mazilier,P., Maes,P., Snoeck,R., Andrei,G.",2025-06-14,,B-234,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,233804,GenBank,complete,,,,Belgium,,Homo sapiens,blood,2019-01-28,,"Human betaherpesvirus 5 isolate B-234, complete genome"
OR972777.1,,"Zeng,T., Lian,C.X., Zhang,X.Y., Liu,P.Q., Ao,J., Zhou,G.F., Chen,X.D., Huang,D.D., Hu,D.G., Chen,X.",2025-06-11,,GZ1F01,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,331,GenBank,partial,,,1.0,China,,Homo sapiens,blood,2021-08-30,,"Human alphaherpesvirus 3 isolate GZ1F01 ORF22 gene, partial cds"
OR972779.1,,"Zeng,T., Lian,C.X., Zhang,X.Y., Liu,P.Q., Ao,J., Zhou,G.F., Chen,X.D., Huang,D.D., Hu,D.G., Chen,X.",2025-06-11,,GZ5M03,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,331,GenBank,partial,,,1.0,China,,Homo sapiens,blood,2022-05-21,,"Human alphaherpesvirus 3 isolate GZ5M03 ORF22 gene, partial cds"
OR972783.1,,"Zeng,T., Lian,C.X., Zhang,X.Y., Liu,P.Q., Ao,J., Zhou,G.F., Chen,X.D., Huang,D.D., Hu,D.G., Chen,X.",2025-06-11,,GZ8M08,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,331,GenBank,partial,,,1.0,China,,Homo sapiens,blood,2021-12-22,,"Human alphaherpesvirus 3 isolate GZ8M08 ORF22 gene, partial cds"
OR972797.1,,"Zeng,T., Lian,C.X., Zhang,X.Y., Liu,P.Q., Ao,J., Zhou,G.F., Chen,X.D., Huang,D.D., Hu,D.G., Chen,X.",2025-06-11,,GZ15F24,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,331,GenBank,partial,,,1.0,China,,Homo sapiens,blood,2022-10-22,,"Human alphaherpesvirus 3 isolate GZ15F24 ORF22 gene, partial cds"
OR972800.1,,"Zeng,T., Lian,C.X., Zhang,X.Y., Liu,P.Q., Ao,J., Zhou,G.F., Chen,X.D., Huang,D.D., Hu,D.G., Chen,X.",2025-06-11,,GZ21M104,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,331,GenBank,partial,,,1.0,China,,Homo sapiens,blood,2021-09-19,,"Human alphaherpesvirus 3 isolate GZ21M104 ORF22 gene, partial cds"
